P3 Topp 300%1964 till 2024;;;
1992;61. Killing In The Name;Rage Against%The Machine;https://open.spotify.com/track/59WN2psjkt1tyaxjspN8fp?si=
1995;60. Hyper-Ballad;Björk;https://open.spotify.com/track/5mQdRV7E5084DNK4TOnPaU?si=
1991;59. Unfinished Sympathy;Massive Attack;https://open.spotify.com/track/0j5FJJOmmnXPd0XajFWkMF?si=
1969;58. Suspicious Minds;Elvis Presley;https://open.spotify.com/track/1H5IfYyIIAlgDX8zguUzns?si=
1967;57. (You Make Me%Feel Like)%A Natural Woman;Aretha Franklin;https://open.spotify.com/track/5K09WxKdlkroDyEVyOSySy?si=
1999;56. Windowlicker;Aphex Twin;https://open.spotify.com/track/409z4jUHpq7eIkg3N3FzZh?si=
2012;55. Thinkin Bout You;Frank Ocean;https://open.spotify.com/track/7DfFc7a6Rwfi3YQMRbDMau?si=
1984;54. Careless Whisper;George Michael;https://open.spotify.com/track/4jDmJ51x1o9NZB5Nxxc7gY?si=
1984;53. I'm On Fire;Bruce Springsteen;https://open.spotify.com/track/3PzsbWSQdLCKDLxn7YZfkM?si=
1979;52. London Calling;The Clash;https://open.spotify.com/track/5jzma6gCzYtKB1DbEwFZKH?si=
1997;51. 747;Kent;https://open.spotify.com/track/1neOfnHiC6ZQU3Cyy5Nf0j?si=
1971;50. You've Got A Friend;Carole King;https://open.spotify.com/track/1qhp5owrFGeZ5Jgin28nwR?si=
1964;49. A Change%Is Gonna Come;Sam Cooke;https://open.spotify.com/track/0D0NwBMfJPoh1sZ61p5Fot?si=
2003;48. Toxic;Britney Spears;https://open.spotify.com/track/6I9VzXrHxO9rA9A5euc8Ak?si=
1976;47. Hotel California;Eagles;https://open.spotify.com/track/40riOy7x9W7GXjyGp4pjAv?si=
2011;46. Levels;Avicii;https://open.spotify.com/track/5UqCQaDshqbIk3pkhy4Pjg?si=
1980;45. The Winner%Takes It All;Abba;https://open.spotify.com/track/3oEkrIfXfSh9zGnE7eBzSV?si=
1984;44. Forever Young;Alphaville;https://open.spotify.com/track/4S1VYqwfkLit9mKVY3MXoo?si=
1998;43. Frozen;Madonna;https://open.spotify.com/track/6lknMmJZALXxx7emwwZWLX?si=
1974;42. I Will Always%Love You;Dolly Parton;https://open.spotify.com/track/6nRvgo4ySezQKD1D7NIqAu?si=
2002;41. Heartbeats;The Knife;https://open.spotify.com/track/5P2hEcHjoNMh33EsFPPOJE?si=
1996;40. Killing Me Softly%With His Song;Fugees;https://open.spotify.com/track/0Q0IVlqMV64kNLlwjPj0Hl?si=
1980;39. Love Will%Tear Us Apart;Joy Division;https://open.spotify.com/track/34iOH7LY3vme5rQxsVILZ4?si=
1984;38. When Doves Cry;Prince;https://open.spotify.com/track/6sby78fghipoXHQLeeZFFH?si=
1983;37. This Must%Be The Place;Talking Heads;https://open.spotify.com/track/6aBUnkXuCEQQHAlTokv9or?si=
1991;36. Smells Like%Teen Spirit;Nirvana;https://open.spotify.com/track/5ghIJDpPoe3CfHMGu71E6T?si=
1992;35. I Will Always%Love You;Whitney Houston;https://open.spotify.com/track/4eHbdreAnSOrDDsFfc4Fpm?si=
1987;34. Everywhere;Fleetwood Mac;https://open.spotify.com/track/254bXAqt3zP6P50BdQvEsq?si=
1990;33. Enjoy The Silence;Depeche Mode;https://open.spotify.com/track/0yp3TvJNlG50Q4tAHWNCRm?si=
1980;32. Could You Be Loved;Bob Marley &%The Wailers;https://open.spotify.com/track/5O4erNlJ74PIF6kGol1ZrC?si=
2011;31. Video Games;Lana Del Rey;https://open.spotify.com/track/3WD91HQDBIavSapet3ZpjG?si=
1965;30. Like A Rolling Stone;Bob Dylan;https://open.spotify.com/track/3AhXZa8sUQht0UEdBJgpGc?si=
1968;29. I Say A Little Prayer;Aretha Franklin;https://open.spotify.com/track/3NfxSdJnVdon1axzloJgba?si=
1978;28. Wuthering Heights;Kate Bush;https://open.spotify.com/track/4Q3vc39QZjLpGG7cS33kiC?si=
1994;27. Juicy;The%Notorious%B.I.G.;https://open.spotify.com/track/5ByAIlEEnxYdvpnezg7HTX?si=
1971;26. Imagine;John Lennon;https://open.spotify.com/track/7pKfPomDEeI4TPT6EOYjn9?si=
1986;25. There Is A Light%That Never Goes Out;The Smiths;https://open.spotify.com/track/0WQiDwKJclirSYG9v5tayI?si=
2007;24. Paper Planes;M.I.A.;https://open.spotify.com/track/1ixbwbeBi5ufN4noUKmW5a?si=
1982;23. Billie Jean;Michael Jackson;https://open.spotify.com/track/7J1uxwnxfQLu4APicE5Rnj?si=
1983;22. Blue Monday;New Order;https://open.spotify.com/track/6hHc7Pks7wtBIW8Z6A0iFq?si=
1977;21. Heroes;David Bowie;https://open.spotify.com/track/7Jh1bpe76CNTCgdgAdBw4Z?si=
1977;20. Dreams;Fleetwood Mac;https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz?si=
2006;19. Back To Black;Amy Winehouse;https://open.spotify.com/track/3FAclTFfvUuQYnEsptbK8w?si=
1970;18. Bridge Over%Troubled Water;Simon &%Garfunkel;https://open.spotify.com/track/0iOZM63lendWRTTeKhZBSC?si=
2000;17. One More Time;Daft Punk;https://open.spotify.com/track/0DiWol3AO6WpXZgp0goxAV?si=
2010;16. Runaway;Kanye West,%Pusha T;https://open.spotify.com/track/3DK6m7It6Pw857FcQftMds?si=
1990;15. Nothing%Compares 2 U;Sinéad O'Connor;https://open.spotify.com/track/5GHY1DFWKz3Prg2V0Iodqo?si=
1973;14. Jolene;Dolly Parton;https://open.spotify.com/track/5fdhThPDe6jQQDqCyWrdAn?si=
1971;13. What's Going On;Marvin Gaye;https://open.spotify.com/track/3Um9toULmYFGCpvaIPFw7l?si=
1971;12. Life On Mars?;David Bowie;https://open.spotify.com/track/3ZE3wv8V3w2T2f7nOCjV0N?si=
1975;11. Bohemian Rhapsody;Queen;https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J?si=
1985;10. Running Up%That Hill%(A Deal With God);Kate Bush;https://open.spotify.com/track/1PtQJZVZIdWIYdARpZRDFO?si=
2006;9. Silent Shout;The Knife;https://open.spotify.com/track/2i9eB71UxhOzy9tDjHoQ0f?si=
1970;8. Move On Up;Curtis Mayfield;https://open.spotify.com/track/0MHXrqn909p0LRTPsNsGEi?si=
1976;7. Dancing Queen;Abba;https://open.spotify.com/track/0GjEhVFGZW8afUYGChu3Rr?si=
1989;6. Like A Prayer;Madonna;https://open.spotify.com/track/1z3ugFmUKoCzGsI6jdY4Ci?si=
1977;5. I Feel Love;Donna Summer;https://open.spotify.com/track/7B7lf3sIze5VR2WuYttn18?si=
1966;4. God Only Knows;The Beach Boys;https://open.spotify.com/track/17QTsL4K9B9v4rI8CAIdfC?si=
1969;3. Both Sides Now;Joni Mitchell;https://open.spotify.com/track/3NW1YMA8kfNVTzGJCGBS8m?si=
1984;2. Purple Rain;Prince;https://open.spotify.com/track/1uvyZBs4IZYRebHIB1747m?si=
2010;1. Dancing On%My Own;Robyn;https://open.spotify.com/track/2UT3iEU7uQAXNUxCKfiZAj?si=
