P3 Topp 300%1964 till 2024;;;
1975;189. Shine On You%Crazy Diamond%Pts. 1-5;Pink Floyd;https://open.spotify.com/track/6pnwfWyaWjQiHCKTiZLItr?si=
2005;188. Feel Good Inc;Gorillaz;https://open.spotify.com/track/0d28khcov6AiegSCpG5TuT?si=
1985;187. The Whole%Of The Moon;The Waterboys;https://open.spotify.com/track/1LzFh1VZ0FLeUesOFEuhyl?si=
1981;186. Sex noll två;KSMB;https://open.spotify.com/track/5uqldaUM7T3UyZI9J4yu5k?si=
2021;185. Easy On Me;Adele;https://open.spotify.com/track/46IZ0fSY2mpAiktS3KOqds?si=
1980;184. Ace Of Spades;Motörhead;https://open.spotify.com/track/3CIOopLwvyMvXk97ZEksKO?si=
1999;183. Musik Non Stop;Kent;https://open.spotify.com/track/0kNN4E7Ai5u5JprxgLJH3R?si=
1984;182. Genesarets Sjö;Kjell Höglund;https://open.spotify.com/track/31ui4AOsd31MndbYaztzGt?si=
2009;181. Intro;The Xx;https://open.spotify.com/track/5VfEuwErhx6X4eaPbyBfyu?si=
1979;180. Don't Stop%'Til You Get Enough;Michael Jackson;https://open.spotify.com/track/46eu3SBuFCXWsPT39Yg3tJ?si=
1995;179. Shook Ones, Pt. II;Mobb Deep;https://open.spotify.com/track/33ZXjLCpiINn8eQIDYEPTD?si=
1991;178. Alive;Pearl Jam;https://open.spotify.com/track/1L94M3KIu7QluZe63g64rv?si=
2012;177. All Too Well%(Taylor's version);Taylor Swift;https://open.spotify.com/track/5enxwA8aAbwZbf5qCHORXi?si=
1967;176. Suzanne;Leonard Cohen;https://open.spotify.com/track/2L93TdW2GMue1H2zlkt30F?si=
1995;175. Shimmy Shimmy Ya;Ol' Dirty Bastard;https://open.spotify.com/track/3ABG1UQTk0eLYUAeWkmfMi?si=
2012;174. Ride;Lana Del Rey;https://open.spotify.com/track/3l2S2RkGG4lbh7WqmCV3NB?si=
1967;173. Waterloo Sunset;The Kinks;https://open.spotify.com/track/3G0EALIIp5DAeIERxXBHmo?si=
1978;172. Le Freak;Chic;https://open.spotify.com/track/7Kszjzps0xbQXyo1pO4KfE?si=
1990;171. Freedom! '90;George Michael;https://open.spotify.com/track/1wZ7o1mZysv1l26ZWawVfW?si=
1991;170. Loaded;Primal Scream;https://open.spotify.com/track/7dSBZzVmyBaLDxT2v3EJHB?si=
1967;169. These Days;Nico;https://open.spotify.com/track/3uCkIqD0VzQUijbs8WIizs?si=
2000;168. Ms. Jackson;Outkast;https://open.spotify.com/track/0I3q5fE6wg7LIfHGngUTnV?si=
1997;167. Bitter%Sweet Symphony;The Verve;https://open.spotify.com/track/57iDDD9N9tTWe75x6qhStw?si=
1967;166. Purple Haze;Jimi Hendrix;https://open.spotify.com/track/0wJoRiX5K5BxlqZTolB2LD?si=
1969;165. Gimme Shelter;The Rolling%Stones;https://open.spotify.com/track/6H3kDe7CGoWYBabAeVWGiD?si=
1993;164. Venus As A Boy;Björk;https://open.spotify.com/track/5G9LvzXcBoIBXOd2jzdJTs?si=
1969;163. Space Oddity;David Bowie;https://open.spotify.com/track/72Z17vmmeQKAg8bptWvpVG?si=
1989;162. The Best;Tina Turner;https://open.spotify.com/track/6pPWRBubXOBAHnjl5ZIujB?si=
1999;161. You Got Me;The Roots,%Erykah Badu;https://open.spotify.com/track/4pdLZsxq0y5oJDb6Cxlokw?si=
1972;160. Across 110th Street;Bobby Womack;https://open.spotify.com/track/2zyTP97uGsIc1C4KNNEkyn?si=
1972;159. Perfect Day;Lou Reed;https://open.spotify.com/track/4TOMI010Sd4ZAX4aZ5TS85?si=
2011;158. Someone Like You;Adele;https://open.spotify.com/track/1zwMYTA5nlNjZxYrvBB2pV?si=
1965;157. People Get Ready;Curtis Mayfield &%The Impressions;https://open.spotify.com/track/4pbZcKtuu2GuX5hbrxkSUc?si=
1983;156. Sweet Dreams%(Are Made Of This);Eurythmics;https://open.spotify.com/track/1TfqLAPs4K3s2rJMoCokcS?si=
1987;155. Promised Land;Joe Smooth;https://open.spotify.com/track/796T2ROxTNibXRjVhjSzCa?si=
1969;154. My Way;Frank Sinatra;https://open.spotify.com/track/3spdoTYpuCpmq19tuD0bOe?si=
1970;153. Let It Be;The Beatles;https://open.spotify.com/track/7iN1s7xHE4ifF5povM6A48?si=
2008;152. A Milli;Lil Wayne;https://open.spotify.com/track/6ScJMrlpiLfZUGtWp4QIVt?si=
1964;151. Walk On By;Dionne Warwick;https://open.spotify.com/track/3xsOtNxtBW0oTI1OWKAzTm?si=
1967;150. Ain't No Mountain%High Enough;Marvin Gaye,%Tammi Terrell;https://open.spotify.com/track/7tqhbajSfrz2F7E1Z75ASX?si=
1975;149. Wish You Were Here;Pink Floyd;https://open.spotify.com/track/6mFkJmJqdDVQ1REhVfGgd1?si=
1978;148. Teenage Kicks;The Undertones;https://open.spotify.com/track/6UP5zTAuR4NFc1uZ3MHjvA?si=
1995;147. Waterfalls;TLC;https://open.spotify.com/track/6qspW4YKycviDFjHBOaqUY?si=
2013;146. Valborg;Håkan Hellström;https://open.spotify.com/track/6UUvEYYyVOu2jlkXpPVBc7?si=
1996;145. Ready Or Not;Fugees;https://open.spotify.com/track/3vZO25GdYuqFrR1kzZADnp?si=
2012;144. Losing You;Solange;https://open.spotify.com/track/5hR0wTnydz6lmErOV4c0sp?si=
1977;143. How Deep%Is Your Love;Bee Gees;https://open.spotify.com/track/2JoZzpdeP2G6Csfdq5aLXP?si=
2004;142. La Ritournelle;Sebastien Tellier;https://open.spotify.com/track/40at1IRgEDeq0Jun0VNsz2?si=
1969;141. Helplessly Hoping;Crosby%Stills &%Nash;https://open.spotify.com/track/1UKobFsdqNXQb8OthimCKe?si=
1984;140. Take On Me;a-ha;https://open.spotify.com/track/2WfaOiMkCvy7F5fcp2zZ8L?si=
2003;139. Seven Nation Army;The White Stripes;https://open.spotify.com/track/3dPQuX8Gs42Y7b454ybpMR?si=
1991;138. Nothing%Else Matters;Metallica;https://open.spotify.com/track/2CtemffYhT0DJWcT1XW047?si=
1978;137. Because The Night;Patti Smith;https://open.spotify.com/track/0lIoY4ZQsdn5QzhraM9o9u?si=
1994;136. Hallelujah;Jeff Buckley;https://open.spotify.com/track/3pRaLNL3b8x5uBOcsgvdqM?si=
1981;135. Don't Stop Believin';Journey;https://open.spotify.com/track/5RKQ5NdjSh2QzD4MaunT91?si=
2005;134. Hung Up;Madonna;https://open.spotify.com/track/3850dYVgOFIXJh5U4BFEWH?si=
1978;133. Baltimore;Nina Simone;https://open.spotify.com/track/39CyGKIFqMzSuynOR8uilD?si=
1970;132. Les Fleurs;Minnie Riperton;https://open.spotify.com/track/4XCGfHpGVq8xw800o5cwWs?si=
1969;131. I Wanna%Be Your Dog;The Stooges;https://open.spotify.com/track/79MMMdYL00iwKVHBSAUkLY?si=
1968;130. Wichita Lineman;Glen Campbell;https://open.spotify.com/track/6V9VCm1zOY2lGR80RehJ9i?si=
1980;129. Lay All Your%Love On Me;Abba;https://open.spotify.com/track/4euAGZTszWPrriggYK0HG9?si=
1987;128. It Must Have%Been Love;Roxette;https://open.spotify.com/track/6kvoHl80mfCVTv7XnZkjQn?si=
2022;127. Stockholmsvy;Hannes &%Waterbaby;https://open.spotify.com/track/3BeaiIXko9QV8689eWB6yd?si=
2012;126. Sing About Me,%I'm Dying Of Thirst;Kendrick Lamar;https://open.spotify.com/track/3q2v8QaTnHLveAQzR6gvYm?si=
1996;125. Gabriel%(Live Garage Version);Roy Davis Jr,%Peven Everett;https://open.spotify.com/track/6kjwQ4NUuhYbJ6jnRcdWzJ?si=
1967;124. Strawberry%Fields Forever;The Beatles;https://open.spotify.com/track/3Am0IbOxmvlSXro7N5iSfZ?si=
1980;123. Once In A Lifetime;Talking Heads;https://open.spotify.com/track/38Ngied9rBORlAbLYNCl4k?si=
1977;122. Waiting In Vain;Bob Marley &%The Wailers;https://open.spotify.com/track/1waOqfmEVkVC8WhaIP6uGI?si=
1977;121. Marquee Moon;Television;https://open.spotify.com/track/7Me0vOSlJfaPY7Pc4GeItd?si=
2021;120. Happier Than Ever;Billie Eilish;https://open.spotify.com/track/4RVwu0g32PAqgUiJoXsdF8?si=
1988;119. Teardrops;Womack &%Womack;https://open.spotify.com/track/34zDwAdksPXYzGINUT0oW7?si=
1992;118. Out Of Space;The Prodigy;https://open.spotify.com/track/37m2khXl5lnBzicq1mGoZG?si=
1975;117. Born To Run;Bruce Springsteen;https://open.spotify.com/track/6hTcuIQa0sxrrByu9wTD7s?si=
1983;116. This Charming Man;The Smiths;https://open.spotify.com/track/1FvDJ9KGxcqwv1utyPL3JZ?si=
1978;115. Sultans Of Swing;Dire Straits;https://open.spotify.com/track/6cr6UDpkjEaMQ80OjWqEBQ?si=
1997;114. Into My Arms;Nick Cave &%The Bad Seeds;https://open.spotify.com/track/73ZlmJxexVebFozgZhEhkd?si=
2002;113. Lose Yourself;Eminem;https://open.spotify.com/track/5Z01UMMf7V1o0MzF86s6WJ?si=
1980;112. Upside Down;Diana Ross;https://open.spotify.com/track/3pbtBomO4Zt5gGiqsYeiBH?si=
1965;111. California Dreamin';The Mamas &%The Papas;https://open.spotify.com/track/4s6LhHAV5SEsOV0lC2tjvJ?si=
1967;110. A Whiter%Shade Of Pale;Procol Harum;https://open.spotify.com/track/7DsQgIwg23u9gooCxkRTu3?si=
2007;109. With Every%Heartbeat;Kleerup,%Robyn;https://open.spotify.com/track/53SqGkNJAYLss9AgbduTqQ?si=
1978;108. I Will Survive;Gloria Gaynor;https://open.spotify.com/track/7cv28LXcjAC3GsXbUvXKbX?si=
1998;107. Ex-Factor;Lauryn Hill;https://open.spotify.com/track/2VjXGuPVVxyhMgER3Uz2Fe?si=
1969;106. I Want You Back;The Jackson 5;https://open.spotify.com/track/5LxvwujISqiB8vpRYv887S?si=
2011;105. Holocene;Bon Iver;https://open.spotify.com/track/35KiiILklye1JRRctaLUb4?si=
1992;104. Friday I'm In Love;The Cure;https://open.spotify.com/track/263aNAQCeFSWipk896byo6?si=
1971;103. Tiny Dancer;Elton John;https://open.spotify.com/track/2TVxnKdb3tqe1nhQWwwZCO?si=
1969;102. Something;The Beatles;https://open.spotify.com/track/0pNeVovbiZHkulpGeOx1Gj?si=
1979;101. Good Times;Chic;https://open.spotify.com/track/2wYKNcoqKW4IEcllj42xz1?si=
1972;100. Superstition;Stevie Wonder;https://open.spotify.com/track/1h2xVEoJORqrg71HocgqXd?si=
1991;99. Lithium;Nirvana;https://open.spotify.com/track/2YodwKJnbPyNKe8XXSE9V7?si=
1987;98. It's a Sin;Pet Shop Boys;https://open.spotify.com/track/5fy4vfEtv6lzqLx2Mt7stF?si=
2015;97. Alright;Kendrick Lamar;https://open.spotify.com/track/3iVcZ5G6tvkXZkZKlMpIUs?si=
1998;96. Teardrop;Massive Attack,%Elizabeth Fraser;https://open.spotify.com/track/67Hna13dNDkZvBpTXRIaOJ?si=
1977;95. The Chain;Fleetwood Mac;https://open.spotify.com/track/5e9TFTbltYBg2xThimr0rU?si=
2016;94. Self Control;Frank Ocean;https://open.spotify.com/track/5GUYJTQap5F3RDQiCOJhrS?si=
1998;93. Music Sounds%Better With You;Stardust;https://open.spotify.com/track/1mv4lh1rW1K6xhxhJmEezy?si=
2000;92. By Your Side;Sade;https://open.spotify.com/track/7H3ojI1BsVy0dEJENqMt1k?si=
2011;91. Satan I Gatan;Veronica Maggio;https://open.spotify.com/track/3q8WojYJVZsGClFGFBYdTc?si=
1968;90. All Along%The Watchtower;Jimi Hendrix;https://open.spotify.com/track/2aoo2jlRnM3A0NyLQqMN2f?si=
1998;89. New Noise;Refused;https://open.spotify.com/track/35iLpqqQg4KrfYAzbvN1vH?si=
2005;88. Hope There's%Someone;Antony &%The Johnsons;https://open.spotify.com/track/1AHPsqF3EtHeWpOM06Y3Y4?si=
1967;87. Respect;Aretha Franklin;https://open.spotify.com/track/7s25THrKz86DM225dOYwnr?si=
2006;86. Crazy;Gnarls Barkley;https://open.spotify.com/track/6o1l9I0faXJN2iqulHrdCQ?si=
1992;85. Creep;Radiohead;https://open.spotify.com/track/70LcF31zb1H0PyJoS1Sx1r?si=
2003;84. Crazy In Love;Beyoncé & Jay-Z;https://open.spotify.com/track/5IVuqXILoxVWvWEPm82Jxr?si=
2003;83. Hey Ya!;Outkast;https://open.spotify.com/track/2PpruBYCo4H7WOBJ7Q2EwM?si=
1972;82. Heart Of Gold;Neil Young;https://open.spotify.com/track/26QKxvjlCo2fSd3T4c8Zpb?si=
1967;81. I Wish I Knew%How It Would%Feel To Be Free;Nina Simone;https://open.spotify.com/track/0ffKWwKo4yREKKLoZhNH7M?si=
1982;80. Thriller;Michael Jackson;https://open.spotify.com/track/3S2R0EVwBSAVMd5UMgKTL0?si=
2003;79. Shoreline;Broder Daniel;https://open.spotify.com/track/77jVczOFXfbdugN4djsIqs?si=
1989;78. Wicked Game;Chris Isaak;https://open.spotify.com/track/7w5AOd6HrDIHewHfpABEss?si=
2020;77. Save Your Tears;The Weeknd;https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g?si=
2001;76. Get Ur Freak On;Missy Elliott;https://open.spotify.com/track/6zsk6uF3MxfIeHPlubKBvR?si=
1994;75. Live Forever;Oasis;https://open.spotify.com/track/6TlQ5fbojNRuG0hPQMbxeW?si=
1971;74. A Case Of You;Joni Mitchell;https://open.spotify.com/track/7shVwhUdVbHpykOfbzvDc1?si=
1987;73. Just Like Heaven;The Cure;https://open.spotify.com/track/76GlO5H5RT6g7y0gev86Nk?si=
1978;72. September;Earth, Wind & Fire;https://open.spotify.com/track/3kXoKlD84c6OmIcOLfrfEs?si=
1968;71. (Sittin' On)%The Dock Of The Bay;Otis Redding;https://open.spotify.com/track/3zBhihYUHBmGd2bcQIobrF?si=
1987;70. I Wanna Dance%With Somebody%(Who Loves Me);Whitney Houston;https://open.spotify.com/track/2tUBqZG2AbRi7Q0BIrVrEj?si=
2007;69. Archangel;Burial;https://open.spotify.com/track/55gnBQAhU5rGzLsXTAx2MM?si=
1981;68. In The Air Tonight;Phil Collins;https://open.spotify.com/track/18AXbzPzBS8Y3AkgSxzJPb?si=
1993;67. Fade Into You;Mazzy Star;https://open.spotify.com/track/1LzNfuep1bnAUR9skqdHCK?si=
1968;66. Sympathy%For The Devil;The Rolling%Stones;https://open.spotify.com/track/1Ud6moTC0KyXMq1Oxfien0?si=
2013;65. Hold On,%We're Going Home;Drake,%Majid Jordan;https://open.spotify.com/track/2aSC2xhRxOLiiZZVjhbylH?si=
2009;64. Halo;Beyoncé;https://open.spotify.com/track/4JehYebiI9JE8sR8MisGVb?si=
1988;63. Fast Car;Tracy Chapman;https://open.spotify.com/track/2M9ro2krNb7nr7HSprkEgo?si=
1967;62. A Day In The Life;The Beatles;https://open.spotify.com/track/0hKRSZhUGEhKU6aNSPBACZ?si=
